"date","S1","S2"
2019-06-06,8.6875,10.0034
2019-06-07,8.5625,9.8824
2019-06-10,8.585,9.9066
2019-06-11,8.5925,9.911
2019-06-12,8.78,10.0606
2019-06-13,8.88,10.1596
2019-06-14,8.9675,10.1541
2019-06-17,9.1275,10.23
2019-06-18,9.135,10.2003
2019-06-19,9.0325,10.0925
2019-06-20,9.155,10.2509
2019-06-21,9.0275,10.0716
2019-06-24,9.09,10.1057
2019-06-25,9.035,10.0254
2019-06-26,8.9425,9.9539
2019-06-27,8.8775,9.9275
2019-06-28,8.9975,9.9946
2019-07-01,8.855,9.7834
2019-07-02,8.7625,9.7196
2019-07-03,8.8525,9.8142
2019-07-05,8.7225,9.702
2019-07-08,8.7525,9.757
2019-07-09,8.8275,9.8406
2019-07-10,8.93,9.8769
2019-07-11,8.9625,9.9429
2019-07-12,9.0675,9.9847
2019-07-15,9.0175,9.966
2019-07-16,8.8775,9.8637
2019-07-17,8.825,9.8098
2019-07-18,8.8125,9.7944
2019-07-19,9.015,9.9374
2019-07-22,8.8825,9.8351
2019-07-23,8.8575,9.8219
2019-07-24,8.91,9.8516
2019-07-25,8.825,9.7955
2019-07-26,8.8325,9.7999
2019-07-29,8.8575,9.8197
2019-07-30,8.7875,9.7207
2019-07-31,8.64,9.6129
2019-08-01,8.47,9.4952
2019-08-02,8.5025,9.5337
2019-08-05,8.5025,9.5414
2019-08-06,8.4775,9.515
2019-08-07,8.4875,9.5216
2019-08-08,8.65,9.6712
2019-08-09,8.7375,9.7735
2019-08-12,8.615,9.6822
2019-08-13,8.72,9.7603
2019-08-14,8.61,9.647
2019-08-15,8.58,9.6173
2019-08-16,8.6725,9.6921
2019-08-19,8.54,9.5788
2019-08-20,8.5575,9.5953
2019-08-21,8.605,9.6448
2019-08-22,8.56,9.6008
2019-08-23,8.4325,9.4952
2019-08-26,8.5375,9.5623
2019-08-27,8.4625,9.4941
2019-08-28,8.5275,9.5601
2019-08-29,8.5625,9.5447
2019-08-30,8.57,9.515
2019-09-03,8.565,9.5117
2019-09-04,8.625,9.5953
2019-09-05,8.4975,9.4831
2019-09-06,8.45,9.4512
2019-09-09,8.45,9.4556
2019-09-10,8.5925,9.5656
2019-09-11,8.54,9.5315
2019-09-12,8.83,9.7064
2019-09-13,8.8475,9.7438
2019-09-16,9,9.8098
2019-09-17,8.9375,9.7537
2019-09-18,8.8875,9.7009
2019-09-19,8.93,9.7075
2019-09-20,8.8275,9.625
2019-09-23,8.925,9.6899
2019-09-24,8.9425,9.7108
2019-09-25,8.8925,9.6448
2019-09-26,8.885,9.5887
2019-09-27,8.83,9.526
2019-09-30,9.06,9.6987
2019-10-01,9.195,9.8615
2019-10-02,9.1375,9.8032
2019-10-03,9.1175,9.834
2019-10-04,9.1625,9.8505
2019-10-07,9.1525,9.8439
2019-10-08,9.205,9.9253
2019-10-09,9.2375,9.9781
2019-10-10,9.235,9.9572
2019-10-11,9.36,10.0331
2019-10-14,9.405,10.021
2019-10-15,9.34,10.1145
2019-10-16,9.28,10.0496
2019-10-17,9.315,10.0925
2019-10-18,9.34,10.1266
2019-10-21,9.3325,10.1222
2019-10-22,9.34,10.1453
2019-10-23,9.3375,10.153
2019-10-24,9.3325,10.1706
2019-10-25,9.2025,10.0782
2019-10-28,9.2075,10.0738
2019-10-29,9.1825,10.076
2019-10-30,9.16,10.0562
2019-10-31,9.1675,10.0793
2019-11-01,9.2425,10.0991
2019-11-04,9.2575,10.1585
2019-11-05,9.2175,10.1321
2019-11-06,9.15,10.0683
2019-11-07,9.25,10.1805
2019-11-08,9.195,10.1728
2019-11-11,9.05,10.0694
2019-11-12,9.0575,10.0639
2019-11-13,9.025,10.0485
2019-11-14,9.0025,10.054
2019-11-15,9.1825,10.1035
2019-11-18,9.1025,9.9968
2019-11-19,9.115,10.0496
2019-11-20,9.05,10.0276
2019-11-21,9.01,9.9979
2019-11-22,8.97,9.9748
2019-11-25,8.925,9.911
2019-11-26,8.8425,9.8076
2019-11-27,8.82,9.8043
2019-11-29,8.7675,9.746
2019-12-02,8.705,9.7042
2019-12-03,8.71,9.7339
2019-12-04,8.78,9.8109
2019-12-05,8.8425,9.9209
2019-12-06,8.895,9.9539
2019-12-09,8.9725,9.977
2019-12-10,9.0125,9.9935
2019-12-11,8.935,9.8879
2019-12-12,8.9825,9.9605
2019-12-13,9.075,10.0507
2019-12-16,9.22,10.274
2019-12-17,9.2875,10.3708
2019-12-18,9.285,10.3411
2019-12-19,9.245,10.2817
2019-12-20,9.2825,10.2707
2019-12-23,9.34,10.3466
2019-12-24,9.365,10.3664
2019-12-26,9.3775,10.3708
2019-12-27,9.295,10.3191
2019-12-30,9.395,10.4137
2019-12-31,9.43,10.3917
2020-01-02,9.4425,10.4599
2020-01-03,9.305,10.3433
2020-01-06,9.3275,10.3158
2020-01-07,9.35,10.3114
2020-01-08,9.3825,10.3015
2020-01-09,9.3375,10.2949
2020-01-10,9.35,10.3191
2020-01-13,9.2925,10.2784
2020-01-14,9.285,10.2399
2020-01-15,9.2875,10.2652
2020-01-16,9.24,10.2465
2020-01-17,9.2975,10.2817
2020-01-21,9.16,10.1827
2020-01-22,9.1375,10.186
2020-01-23,9.095,10.1486
2020-01-24,9.02,10.0848
2020-01-27,8.9725,10.0188
2020-01-28,8.95,10.0078
2020-01-29,8.93,9.9814
2020-01-30,8.7625,9.7823
2020-01-31,8.725,9.6954
2020-02-03,8.77,9.7075
2020-02-04,8.795,9.7273
2020-02-05,8.8,9.768
2020-02-06,8.81,9.7768
2020-02-07,8.82,9.7713
2020-02-10,8.8425,9.779
2020-02-11,8.8475,9.7768
2020-02-12,8.925,9.8307
2020-02-13,8.9625,9.801
2020-02-14,8.9375,9.7669
2020-02-18,8.9225,9.7812
2020-02-19,8.9725,9.7834
2020-02-20,8.9275,9.757
2020-02-21,8.905,9.7328
2020-02-24,8.7425,9.5381
2020-02-25,8.79,9.5183
2020-02-26,8.81,9.6063
2020-02-27,8.8625,9.7031
2020-02-28,8.835,9.6833
2020-03-02,8.905,9.7911
2020-03-03,8.93,9.856
2020-03-04,8.9875,9.9528
2020-03-05,8.89,9.8098
2020-03-06,8.8325,9.7614
2020-03-09,8.635,9.5293
2020-03-10,8.73,9.5282
2020-03-11,8.6775,9.5128
2020-03-12,8.55,9.4457
2020-03-13,8.4675,9.3819
2020-03-16,8.2175,9.2675
2020-03-17,8.2425,9.339
2020-03-18,8.255,9.4424
2020-03-19,8.4325,9.7284
2020-03-20,8.625,9.9748
2020-03-23,8.84,10.2146
2020-03-24,8.8675,10.2267
2020-03-25,8.815,10.0078
2020-03-26,8.8025,10.0188
2020-03-27,8.815,10.0617
2020-03-30,8.8225,10.1167
2020-03-31,8.86,10.0441
2020-04-01,8.6275,9.7933
2020-04-02,8.5875,9.6866
2020-04-03,8.5425,9.5777
2020-04-06,8.555,9.4853
2020-04-07,8.5475,9.4864
2020-04-08,8.545,9.4314
2020-04-09,8.635,9.4501
2020-04-13,8.5425,9.3082
2020-04-14,8.47,9.2664
2020-04-15,8.42,9.3489
2020-04-16,8.3675,9.3126
2020-04-17,8.325,9.2323
2020-04-20,8.265,9.141
2020-04-21,8.3075,9.1487
2020-04-22,8.3475,9.1553
2020-04-23,8.3925,9.1685
2020-04-24,8.3225,9.0849
2020-04-27,8.29,9.0255
2020-04-28,8.26,8.9826
2020-04-29,8.3175,9.0662
2020-04-30,8.5025,9.2565
2020-05-01,8.4725,9.1982
2020-05-04,8.34,9.0706
2020-05-05,8.3825,9.1223
2020-05-06,8.305,9.0354
2020-05-07,8.415,9.0926
2020-05-08,8.4875,9.1927
2020-05-11,8.5225,9.1795
2020-05-12,8.4925,9.207
2020-05-13,8.36,9.0937
2020-05-14,8.3525,9.1256
2020-05-15,8.385,9.2488
2020-05-18,8.45,9.2774
2020-05-19,8.425,9.2411
2020-05-20,8.4675,9.2906
2020-05-21,8.35,9.1971
2020-05-22,8.3325,9.1806
2020-05-26,8.47,9.2455
2020-05-27,8.485,9.24
2020-05-28,8.47,9.2675
2020-05-29,8.4075,9.2422
2020-06-01,8.405,9.2642
2020-06-02,8.505,9.3148
2020-06-03,8.575,9.3632
2020-06-04,8.6775,9.4358
2020-06-05,8.6775,9.4556
2020-06-08,8.6475,9.4358
2020-06-09,8.6325,9.4215
2020-06-10,8.655,9.4336
2020-06-11,8.66,9.3984
2020-06-12,8.7125,9.383
2020-06-15,8.69,9.3962
2020-06-16,8.67,9.4127
2020-06-17,8.7125,9.4226
2020-06-18,8.73,9.4402
2020-06-19,8.765,9.4512
2020-06-22,8.7625,9.4215
2020-06-23,8.75,9.3973
2020-06-24,8.7075,9.3489
2020-06-25,8.6925,9.3104
2020-06-26,8.65,9.1982
2020-06-29,8.665,9.2092
2020-06-30,8.8425,9.3764
2020-07-01,8.9375,9.5425
2020-07-02,8.925,9.5326
2020-07-06,8.985,9.625
2020-07-07,8.9525,9.6162
2020-07-08,8.9475,9.5458
2020-07-09,8.9825,9.5931
2020-07-10,8.915,9.4897
2020-07-13,8.765,9.3049
2020-07-14,8.8225,9.3742
2020-07-15,8.8625,9.4556
2020-07-16,8.935,9.5337
2020-07-17,8.98,9.5942
2020-07-20,9.03,9.6415
2020-07-21,8.965,9.5909
2020-07-22,8.9925,9.5975
2020-07-23,9.0625,9.6657
2020-07-24,9.0475,9.6756
2020-07-27,9.065,9.691
2020-07-28,8.9675,9.592
2020-07-29,8.915,9.5755
2020-07-30,8.9175,9.6734
2020-07-31,8.975,9.7647
2020-08-03,8.975,9.7999
2020-08-04,8.8375,9.7097
2020-08-05,8.82,9.6976
2020-08-06,8.8075,9.6426
2020-08-07,8.7025,9.6085
2020-08-10,8.765,9.6393
2020-08-11,8.78,9.6206
2020-08-12,8.905,9.7284
2020-08-13,9.0725,9.8582
2020-08-14,9.035,9.8417
2020-08-17,9.125,10.0056
2020-08-18,9.12,9.9902
2020-08-19,9.125,9.9891
2020-08-20,9.03,9.9066
2020-08-21,9.0075,9.8395
2020-08-24,8.9975,9.8428
2020-08-25,9.1375,9.933
2020-08-26,9.195,9.9594
2020-08-27,9.3725,10.1519
2020-08-28,9.505,10.3081
2020-08-31,9.5125,10.3268
2020-09-01,9.55,10.3048
2020-09-02,9.625,10.3543
2020-09-03,9.6875,10.3961
2020-09-04,9.695,10.4544
2020-09-08,9.73,10.4511
2020-09-09,9.7975,10.4929
2020-09-10,9.85,10.4885
2020-09-11,10.055,10.7162
2020-09-14,10.1925,10.7272
2020-09-15,9.915,10.6634
2020-09-16,10.1125,10.901
2020-09-17,10.285,11.1089
2020-09-18,10.435,11.2981
2020-09-21,10.225,11.1045
2020-09-22,10.1975,11.1243
2020-09-23,10.145,11.1221
2020-09-24,10,10.9032
2020-09-25,10.025,11.0242
2020-09-28,9.9625,10.9791
2020-09-29,9.93,10.8163
2020-09-30,10.235,11.1441
2020-10-01,10.235,11.1815
2020-10-02,10.2075,11.2002
2020-10-05,10.215,11.1683
2020-10-06,10.44,11.4565
2020-10-07,10.51,11.6061
2020-10-08,10.5,11.5588
2020-10-09,10.655,11.7447
2020-10-12,10.3375,11.4928
2020-10-13,10.44,11.5962
2020-10-14,10.5625,11.594
2020-10-15,10.6225,11.8349
2020-10-16,10.5,11.7139
2020-10-19,10.5425,11.7887
2020-10-20,10.64,11.8459
2020-10-21,10.72,11.9856
2020-10-22,10.7375,12.1187
2020-10-23,10.8375,12.2529
2020-10-26,10.8775,12.3618
2020-10-27,10.8225,12.2001
2020-10-28,10.5725,11.9636
2020-10-29,10.5175,11.9284
2020-10-30,10.565,12.0263
2020-11-02,10.5075,11.9031
2020-11-03,10.59,12.0142
2020-11-04,10.79,12.2683
2020-11-05,11.0175,12.4333
2020-11-06,10.985,12.3002
2020-11-09,11.05,12.353
2020-11-10,11.3825,12.6522
2020-11-11,11.4325,12.7237
2020-11-12,11.37,12.6137
2020-11-13,11.415,12.6225
2020-11-16,11.535,12.6819
2020-11-17,11.6975,12.8326
2020-11-18,11.7575,12.9184
2020-11-19,11.775,12.9305
2020-11-20,11.81,12.936
2020-11-23,11.915,12.9283
2020-11-24,11.9125,12.9492
2020-11-25,11.84,12.9316
2020-11-27,11.9175,13.024
2020-11-30,11.685,12.815
2020-12-01,11.62,12.771
2020-12-02,11.53,12.6907
2020-12-03,11.6825,12.8964
2020-12-04,11.63,12.8645
2020-12-07,11.585,12.7787
2020-12-08,11.4575,12.6082
2020-12-09,11.585,12.7204
2020-12-10,11.5275,12.6676
2020-12-11,11.605,12.804
2020-12-14,11.695,12.7897
2020-12-15,11.8425,12.8513
2020-12-16,11.8375,12.9745
2020-12-17,12.0125,13.1461
2020-12-18,12.2,13.3287
2020-12-21,12.4325,13.4662
2020-12-22,12.4725,13.5905
2020-12-23,12.5875,13.8149
2020-12-24,12.635,13.772
2020-12-28,12.5525,13.7258
2020-12-29,12.955,14.0668
2020-12-30,13.0375,14.2065
2020-12-31,13.1525,14.3231
2021-01-04,13.165,14.1207
2021-01-05,13.5,14.4584
2021-01-06,13.6525,14.6355
2021-01-07,13.605,14.5145
2021-01-08,13.7575,14.5992
2021-01-11,13.745,14.6839
2021-01-12,14.22,15.1107
2021-01-13,14.11,14.8676
2021-01-14,14.365,14.9875
2021-01-15,14.1675,14.7939
2021-01-19,13.8575,14.498
2021-01-20,13.695,14.4122
2021-01-21,13.7025,14.4177
2021-01-22,13.1175,13.9249
2021-01-25,13.435,14.1746
2021-01-26,13.7025,14.4331
2021-01-27,13.7475,14.5024
2021-01-28,13.5325,14.3077
2021-01-29,13.7,14.3902
2021-02-01,13.6525,14.4177
2021-02-02,13.5475,14.2912
2021-02-03,13.7125,14.4738
2021-02-04,13.725,14.4716
2021-02-05,13.6675,14.3836
2021-02-08,13.8775,14.6245
2021-02-09,14.0175,14.7686
2021-02-10,13.54,14.3165
2021-02-11,13.675,14.4551
2021-02-12,13.72,14.4628
2021-02-16,13.8475,14.6245
2021-02-17,13.8375,14.6421
2021-02-18,13.75,14.5299
2021-02-19,13.7725,14.5651
2021-02-22,13.8375,14.5772
2021-02-23,14.06,14.8016
2021-02-24,14.2375,15.048
2021-02-25,14.06,14.9358
2021-02-26,14.0525,14.9578
2021-03-01,13.925,14.8291
2021-03-02,14.14,14.9523
2021-03-03,14.1075,14.8929
2021-03-04,14.1525,14.96
2021-03-05,14.3425,15.1118
2021-03-08,14.3775,15.1492
2021-03-09,14.4125,15.2889
2021-03-10,14.115,15.1118
2021-03-11,14.155,15.0546
2021-03-12,14.1575,14.9765
2021-03-15,14.195,15.0227
2021-03-16,14.2325,14.9941
2021-03-17,14.1775,14.9138
2021-03-18,13.9225,14.6476
2021-03-19,14.1625,14.8995
2021-03-22,14.175,14.9259
2021-03-23,14.2325,15.0458
2021-03-24,14.3275,15.1448
2021-03-25,14.1425,14.949
2021-03-26,14.005,14.6608
2021-03-29,13.93,14.5838
2021-03-30,13.6675,14.311
2021-03-31,14.3675,15.1316
2021-04-01,14.02,14.7587
2021-04-05,14.1275,14.7477
2021-04-06,14.1875,14.872
2021-04-07,14.0875,14.8137
2021-04-08,14.1525,14.8214
2021-04-09,14.03,14.6399
2021-04-12,13.82,14.5013
2021-04-13,13.895,14.5233
2021-04-14,14.1,14.7268
2021-04-15,14.1825,14.8797
2021-04-16,14.3325,15.0447
2021-04-19,14.4975,15.1547
2021-04-20,14.72,15.444
2021-04-21,14.9725,15.6915
2021-04-22,15.3325,16.1612
2021-04-23,15.3975,16.1909
2021-04-26,15.69,16.6067
2021-04-27,15.4975,16.6705
2021-04-28,15.5775,16.853099
2021-04-29,15.425,16.5561
2021-04-30,15.71,16.9026
2021-05-03,15.6025,16.6705
2021-05-04,15.77,16.7915
2021-05-05,15.82,16.675999
2021-05-06,16.055,16.6969
2021-05-07,16.21,17.0368
2021-05-10,16.2,17.0478
2021-05-11,16.375,17.2656
2021-05-12,16.605,17.4724
2021-05-13,16.1225,16.8014
2021-05-14,16.0375,16.8421
2021-05-17,15.875,16.7145
2021-05-18,15.7425,16.5913
2021-05-19,15.3825,16.1821
2021-05-20,15.3325,16.0578
2021-05-21,15.2625,15.9797
2021-05-24,15.2275,15.9687
2021-05-25,15.1175,15.8345
2021-05-26,15.035,15.6684
2021-05-27,15.37,15.935699
2021-05-28,15.305,15.9379
2021-06-01,15.485,16.1843
2021-06-02,15.625,16.4098
2021-06-03,15.4925,16.1887
2021-06-04,15.8375,16.5638
2021-06-07,15.6025,16.3031
2021-06-08,15.8,16.5044
2021-06-09,15.625,16.375699
2021-06-10,15.44,16.1458
2021-06-11,15.085,15.8004
2021-06-14,14.7225,15.4814
2021-06-15,14.6575,15.4055
2021-06-16,14.485,15.1701
2021-06-17,13.2975,14.1757
2021-06-18,13.96,14.608
2021-06-21,14.15,14.8445
2021-06-22,13.945,14.6663
2021-06-23,13.85,14.6267
2021-06-24,13.7125,14.5046
2021-06-25,13.2975,14.2065
2021-06-28,13.57,14.5893
2021-06-29,13.5975,14.7213
2021-06-30,14.5,15.4286
2021-07-01,14.4675,15.554
2021-07-02,14.5175,15.708
2021-07-06,13.6375,14.8313
2021-07-07,13.865,14.982001
2021-07-08,13.9025,14.8841
2021-07-09,14.04,14.6201
2021-07-12,14.325,14.9567
2021-07-13,14.38,15.1415
2021-07-14,14.6775,15.3945
2021-07-15,14.475,15.3835
2021-07-16,14.5475,15.5045
2021-07-19,14.28,15.2515
2021-07-20,14.435,15.4132
2021-07-21,14.3925,15.3362
2021-07-22,14.1625,15.1404
2021-07-23,14.01,15.001801
2021-07-26,14.1275,15.0865
2021-07-27,14.1825,15.1822
2021-07-28,14.32,15.1547
2021-07-29,14.3425,15.2053
2021-07-30,14.1475,14.9974
2021-08-02,14.1875,14.966601
2021-08-03,13.9225,14.6113
2021-08-04,14.035,14.6729
2021-08-05,14.025,14.7235
2021-08-06,14.2225,14.8687
2021-08-09,14.3375,15.1404
2021-08-10,14.475,15.1217
2021-08-11,14.055,14.8071
2021-08-12,14.015,14.8049
2021-08-13,14.2425,14.8643
2021-08-16,13.76,14.8687
2021-08-17,13.69,14.8016
2021-08-18,13.5825,14.6795
2021-08-19,13.23,14.399
2021-08-20,12.9375,14.0965
2021-08-23,12.94,14.1427
2021-08-24,13.37,14.5277
2021-08-25,13.46,14.5585
2021-08-26,13.675,14.5893
2021-08-27,13.5925,14.5354
2021-08-30,13.0475,14.278
2021-08-31,12.9875,14.1504
2021-09-01,12.7775,13.9755
2021-09-02,12.7925,13.9249
2021-09-03,12.83,13.9898
2021-09-07,12.6875,13.7742
2021-09-08,12.7075,13.7423
2021-09-09,12.5875,13.5608
2021-09-10,12.7525,13.6554
2021-09-13,12.725,13.7214
2021-09-14,12.765,13.7412
2021-09-15,12.945,13.8039
2021-09-16,12.96,13.7357
2021-09-17,12.84,13.6389
2021-09-20,12.625,13.4343
2021-09-21,12.74,13.519
2021-09-22,12.8275,13.6367
2021-09-23,12.8425,13.6862
2021-09-24,12.85,13.7709
2021-09-27,12.875,13.8336
2021-09-28,12.77,13.7753
2021-09-29,12.8375,13.794
2021-09-30,12.56,13.6433
2021-10-01,12.465,13.5971
2021-10-04,12.3575,13.5289
2021-10-05,12.505,13.7423
2021-10-06,12.42,13.6829
2021-10-07,12.4725,13.8226
2021-10-08,12.43,13.7313
2021-10-11,12.2825,13.5883
2021-10-12,11.9825,13.332
2021-10-13,11.9525,13.4244
2021-10-14,12.0625,13.5696
2021-10-15,12.1775,13.7071
2021-10-18,12.215,13.816
2021-10-19,12.28,13.9601
2021-10-20,12.455,14.3418
2021-10-21,12.24,14.0118
2021-10-22,12.205,14.0327
2021-10-25,12.3725,14.1438
2021-10-26,12.38,14.0459
2021-10-27,12.3925,14.036
2021-10-28,12.3375,13.9755
2021-10-29,12.3575,14.0569
2021-11-01,12.3675,14.0569
2021-11-02,12.44,14.2373
2021-11-03,12.315,14.2109
2021-11-04,12.0925,13.9414
2021-11-05,11.9225,13.7852
2021-11-08,11.78,13.6851
2021-11-09,11.995,13.9667
2021-11-10,12.035,14.0382
2021-11-11,12.1225,14.0844
2021-11-12,12.34,14.4529
2021-11-15,12.5725,14.5794
2021-11-16,12.5125,14.5937
2021-11-17,12.77,14.7587
2021-11-18,12.6525,14.6575
2021-11-19,12.6325,14.5772
2021-11-22,12.7425,14.6751
2021-11-23,12.73,14.5838
2021-11-24,12.665,14.5706
2021-11-26,12.5275,14.3286
2021-11-29,12.415,14.058
2021-11-30,12.1725,13.7357
2021-12-01,12.2825,13.8985
2021-12-02,12.4425,14.0613
2021-12-03,12.6725,14.3704
2021-12-06,12.615,14.2703
2021-12-07,12.5025,14.1702
2021-12-08,12.61,14.1438
2021-12-09,12.645,14.1405
2021-12-10,12.6775,14.2087
2021-12-13,12.44,14.3044
2021-12-14,12.595,14.6201
2021-12-15,12.625,14.0701
2021-12-16,12.7725,14.2021
2021-12-17,12.8525,14.2758
2021-12-20,12.9225,14.3198
2021-12-21,13.08,14.597
2021-12-22,13.2875,14.8929
2021-12-23,13.32,15.0326
2021-12-27,13.625,15.3648
2021-12-28,13.5925,15.3703
2021-12-29,13.565,15.3758
2021-12-30,13.2775,15.2427
2021-12-31,13.2875,15.2504
2022-01-03,13.44,15.5089
2022-01-04,13.7875,15.8026
2022-01-05,13.8425,15.8554
2022-01-06,13.7725,15.7146
2022-01-07,14.015,15.9863
2022-01-10,13.7475,15.7751
2022-01-11,13.7675,15.8785
2022-01-12,13.9125,16.0028
2022-01-13,13.6525,15.7212
2022-01-14,13.5675,16.1865
2022-01-18,13.6125,15.081
2022-01-19,13.9125,15.4462
2022-01-20,14.2575,15.7344
2022-01-21,14.1425,15.5694
2022-01-24,14.03,15.4825
2022-01-25,14.0725,15.5001
2022-01-26,14.4,15.8433
2022-01-27,14.4825,15.9808
2022-01-28,14.7,16.2261
2022-01-31,14.905,16.346
2022-02-01,15.285,16.8333
2022-02-02,15.4525,16.830001
2022-02-03,15.4425,16.8487
2022-02-04,15.535,16.9554
2022-02-07,15.8175,17.148999
2022-02-08,15.69,16.9587
2022-02-09,15.9475,17.2128
2022-02-10,15.7425,17.0841
2022-02-11,15.83,17.2744
2022-02-14,15.7,17.1039
2022-02-15,15.5125,16.872899
2022-02-16,15.875,17.2535
2022-02-17,15.92,17.2315
2022-02-18,16.015,17.2865
2022-02-22,16.35,17.6979
2022-02-23,16.75,18.1434
2022-02-24,16.615,18.1478
2022-02-25,15.9025,17.4251
2022-02-28,16.4425,18.0257
2022-03-01,17.055,18.649401
2022-03-02,16.775,18.8188
2022-03-03,16.8025,18.7638
2022-03-04,16.7625,18.7638
2022-03-07,16.7425,18.8903
2022-03-08,17.045,19.5426
2022-03-09,16.865,19.6977
2022-03-10,17,20.0431
2022-03-11,16.9075,19.888
2022-03-14,16.8725,20.142101
2022-03-15,16.5875,18.7528
2022-03-16,16.4925,18.6065
2022-03-17,16.685,18.6395
2022-03-18,16.68,18.4459
2022-03-21,16.91,18.6967
2022-03-22,16.965,18.689
2022-03-23,17.1875,19.0289
2022-03-24,17.0075,18.8617
2022-03-25,17.1025,18.9563
2022-03-28,16.6425,18.5053
2022-03-29,16.43,18.1346
2022-03-30,16.64,18.3524
2022-03-31,16.1825,17.9784
2022-04-01,15.8275,17.732
2022-04-04,16.0225,17.9696
2022-04-05,16.31,18.2149
2022-04-06,16.195,18.0609
2022-04-07,16.455,18.1566
2022-04-08,16.89,18.563601
2022-04-11,16.5525,18.2732
2022-04-12,16.7025,18.4371
2022-04-13,16.76,18.6725
2022-04-14,16.8225,18.8309
2022-04-18,17.1475,19.0509
2022-04-19,17.165,19.0399
2022-04-20,17.4675,19.2599
2022-04-21,17.4825,19.2808
2022-04-22,17.16,19.2522
2022-04-25,17.035,19.0542
2022-04-26,17.0525,19.1675
2022-04-27,17.265,19.58
2022-04-28,17.065,19.6504
2022-04-29,17.0825,19.4997
2022-05-02,16.74,18.8408
2022-05-03,16.59,18.8738
2022-05-04,16.6975,19.0014
2022-05-05,16.785,18.9068
2022-05-06,16.555,19.0388
2022-05-09,16.21,18.634
2022-05-10,16.3,18.6494
2022-05-11,16.5025,18.6527
2022-05-12,16.6025,18.523999
2022-05-13,17.2325,18.658199
2022-05-16,16.565,18.2281
2022-05-17,16.78,18.243499
2022-05-18,16.6275,17.9685
2022-05-19,16.905,18.1049
2022-05-20,17.0525,18.3601
2022-05-23,16.87,18.1467
2022-05-24,16.93,18.2094
2022-05-25,16.81,18.0136
2022-05-26,17.265,18.2776
2022-05-27,17.3225,18.2633
2022-05-31,16.8325,17.6968
2022-06-01,16.9025,17.6715
2022-06-02,17.2925,18.0862
2022-06-03,16.9775,17.9773
2022-06-06,16.9925,17.8871
2022-06-07,17.2825,18.1412
2022-06-08,17.4,18.2666
2022-06-09,17.69,18.4943
2022-06-10,17.455,18.3293
2022-06-13,17.075,17.8783
2022-06-14,16.985,17.6528
2022-06-15,16.9375,17.7287
2022-06-16,17.095,17.8508
2022-06-17,17.02,17.7551
2022-06-21,16.81,17.5593
2022-06-22,16.5275,17.2854
2022-06-23,15.9325,16.8355
2022-06-24,16.1075,17.1897
2022-06-27,16.305,17.5296
2022-06-28,16.6375,17.9421
2022-06-29,16.7425,18.1764
2022-06-30,16.75,18.0301
2022-07-01,16.26,17.3382
2022-07-05,15.7525,16.6188
2022-07-06,15.8025,16.8014
2022-07-07,15.9125,17.2887
2022-07-08,16.3025,17.5725
2022-07-11,16.41,17.7969
2022-07-12,15.9275,17.2865
2022-07-13,15.8825,17.4361
2022-07-14,16.1,17.5186
2022-07-15,14.66,16.0908
2022-07-18,14.9725,16.511
2022-07-19,14.7725,16.3779
2022-07-20,14.49,16.2063
2022-07-21,14.185,16.0028
2022-07-22,14.345,16.1282
2022-07-25,14.73,16.4461
2022-07-26,15.3275,17.039
2022-07-27,15.7875,17.4856
2022-07-28,16.0925,18.0158
2022-07-29,16.37,18.4426
2022-08-01,15.9425,17.9993
2022-08-02,15.6925,17.9344
2022-08-03,15.58,17.7562
2022-08-04,16.15,18.5658
2022-08-05,16.1475,18.5251
2022-08-08,16.195,18.5834
2022-08-09,16.9325,18.9651
2022-08-10,16.8875,19.104799
2022-08-11,17.095,19.3611
2022-08-12,16.6925,19.3611
2022-08-15,14.94,17.531801
2022-08-16,14.5425,17.052199
2022-08-17,14.7525,17.108301
2022-08-18,14.955,17.1754
2022-08-19,14.8875,17.3404
2022-08-22,15.27,17.6957
2022-08-23,15.6675,17.9619
2022-08-24,15.6075,17.8541
2022-08-25,15.525,17.6759
2022-08-26,16.0525,18.3084
2022-08-29,15.3475,18.3326
2022-08-30,15.13,17.9597
2022-08-31,15.075,18.0972
2022-09-01,14.7275,17.4812
2022-09-02,15.105,17.6352
2022-09-06,14.9,17.1226
2022-09-07,14.6675,17.044501
2022-09-08,14.705,16.9862
2022-09-09,14.8925,17.4273
2022-09-12,15.4975,18.315
2022-09-13,15.3425,18.0818
2022-09-14,15.0375,17.6847
2022-09-15,14.515,16.9059
2022-09-16,14.485,17.003801
2022-09-19,14.6125,17.1204
2022-09-20,14.7875,17.462499
2022-09-21,14.6125,17.4647
2022-09-22,14.57,17.4471
2022-09-23,14.2575,17.0478
2022-09-26,14.1125,16.7893
2022-09-27,14.08,16.596801
2022-09-28,14.0875,16.486799
2022-09-29,14.1075,16.423001
2022-09-30,13.6475,16.0589
2022-10-03,13.74,16.28
2022-10-04,13.835,16.4153
2022-10-05,13.6975,16.4472
2022-10-06,13.58,16.4065
2022-10-07,13.67,16.6166
2022-10-10,13.74,16.6848
2022-10-11,13.7625,16.6166
2022-10-12,13.96,16.8883
2022-10-13,13.9575,16.9081
2022-10-14,13.8375,16.8597
2022-10-17,13.8525,16.3944
2022-10-18,13.72,16.400999
2022-10-19,13.725,16.6078
2022-10-20,13.915,16.8388
